day_of_week,hour_of_day,category,items_count
1,6,tortillas flat bread,6
1,19,packaged cheese,36
1,18,seafood counter,3
1,18,condiments,24
1,12,cereal,6
1,7,dish detergents,3
1,16,cleaning products,3
1,15,dog food care,3
2,7,tea,3
2,19,prepared meals,3
2,13,baby food formula,9
3,14,yogurt,42
3,17,crackers,18
3,19,specialty cheeses,2
3,9,lunch meat,4
3,12,granola,4
3,15,frozen dessert,2
3,19,refrigerated,6
0,12,candy chocolate,15
0,14,hot cereal pancake mixes,12
0,14,refrigerated,39
0,7,spreads,6
0,17,crackers,21
0,6,milk,12
0,19,packaged produce,9
1,10,condiments,24
1,14,baking ingredients,42
1,19,ice cream ice,12
1,7,packaged cheese,33
1,9,asian foods,18
1,7,tea,6
1,17,dry pasta,12
1,9,dish detergents,3
1,19,frozen vegan vegetarian,3
2,18,dish detergents,9
2,15,candy chocolate,15
2,19,spreads,6
2,18,energy sports drinks,12
2,4,soup broth bouillon,6
3,14,frozen appetizers sides,4
3,21,fresh fruits,30
3,13,soy lactosefree,20
3,15,cleaning products,6
3,23,packaged cheese,10
3,18,poultry counter,2
0,8,fresh fruits,213
0,10,fresh vegetables,378
0,16,soft drinks,42
0,20,packaged cheese,24
0,17,breakfast bakery,24
0,16,plates bowls cups flatware,6
0,8,frozen appetizers sides,9
0,16,bakery desserts,3
1,9,canned meat seafood,6
1,18,pickled goods olives,15
1,19,water seltzer sparkling water,45
1,8,other creams cheeses,6
1,6,fresh vegetables,24
1,20,kosher foods,3
1,19,kosher foods,3
1,9,cookies cakes,18
1,6,juice nectars,3
2,15,other creams cheeses,21
2,12,other creams cheeses,39
2,15,fresh dips tapenades,12
2,23,baking ingredients,3
2,14,breakfast bakery,15
2,14,frozen meals,12
2,11,packaged cheese,33
2,8,packaged cheese,39
2,10,condiments,21
2,15,doughs gelatins bake mixes,6
2,12,red wines,3
2,19,coffee,12
2,10,fruit vegetable snacks,6
2,10,pickled goods olives,3
3,10,water seltzer sparkling water,26
3,19,bulk dried fruits vegetables,2
3,7,soft drinks,4
0,13,cereal,36
0,11,poultry counter,9
0,13,granola,6
0,18,tea,12
0,14,other creams cheeses,51
0,14,granola,9
0,13,seafood counter,3
0,12,frozen meat seafood,3
0,20,grains rice dried goods,6
0,16,protein meal replacements,3
1,6,packaged vegetables fruits,12
1,9,milk,60
1,7,refrigerated,6
1,9,frozen pizza,12
1,12,packaged poultry,12
2,14,juice nectars,12
2,20,condiments,12
2,13,salad dressing toppings,3
2,12,marinades meat preparation,3
2,12,condiments,3
2,5,packaged produce,3
3,23,eggs,6
3,23,other creams cheeses,6
3,19,juice nectars,4
3,1,body lotions soap,2
0,9,energy sports drinks,6
0,13,baby food formula,30
0,5,other creams cheeses,3
0,12,cat food care,6
0,13,laundry,12
0,20,canned fruit applesauce,3
0,14,frozen vegan vegetarian,9
0,14,refrigerated pudding desserts,3
1,10,refrigerated,27
1,18,red wines,3
1,20,muscles joints pain relief,3
1,15,spirits,9
2,15,fruit vegetable snacks,6
2,17,bread,39
2,0,packaged poultry,3
2,10,first aid,3
2,12,nuts seeds dried fruit,12
2,12,trail mix snack mix,3
2,7,frozen pizza,3
2,17,coffee,15
2,17,breakfast bars pastries,9
2,8,hot dogs bacon sausage,6
2,17,buns rolls,3
3,19,hot dogs bacon sausage,2
3,17,fresh fruits,104
3,23,spices seasonings,4
3,11,candy chocolate,28
3,14,pasta sauce,12
3,15,bread,8
3,11,coffee,4
0,17,fresh fruits,315
0,15,bread,39
0,19,meat counter,6
0,7,fresh fruits,66
0,12,trail mix snack mix,3
0,20,fresh dips tapenades,15
0,23,water seltzer sparkling water,15
0,11,fresh herbs,45
0,12,skin care,3
0,8,breakfast bars pastries,9
0,16,honeys syrups nectars,6
0,14,packaged meat,3
1,17,fresh fruits,171
1,22,crackers,15
1,13,cleaning products,21
1,15,lunch meat,15
1,17,tortillas flat bread,18
1,5,crackers,3
1,18,laundry,3
1,13,baking ingredients,6
1,17,vitamins supplements,3
1,14,frozen meat seafood,3
1,2,packaged vegetables fruits,6
1,6,tea,9
2,13,oils vinegars,15
2,7,eggs,6
2,13,dog food care,3
2,10,latino foods,3
2,16,hot dogs bacon sausage,15
2,16,frozen meals,6
2,17,tortillas flat bread,6
2,12,tofu meat alternatives,6
2,22,butter,6
2,19,trash bags liners,3
2,19,lunch meat,12
3,9,fresh fruits,62
3,17,spreads,10
3,15,dish detergents,2
3,15,missing,12
3,8,spirits,2
3,1,packaged vegetables fruits,2
0,16,bulk grains rice dried goods,3
0,10,hot dogs bacon sausage,18
0,12,frozen vegan vegetarian,21
0,21,cereal,12
0,7,canned jarred vegetables,15
0,8,eggs,24
0,18,frozen breads doughs,3
0,18,energy sports drinks,6
0,15,energy sports drinks,6
0,11,frozen breads doughs,3
1,18,spices seasonings,45
1,18,dry pasta,21
1,18,baking ingredients,27
1,16,soap,9
1,14,cream,21
1,6,other creams cheeses,3
1,16,more household,3
1,9,tortillas flat bread,6
2,10,packaged produce,15
2,18,frozen pizza,12
2,20,fresh vegetables,54
2,10,chips pretzels,27
2,16,baby food formula,36
2,12,breakfast bakery,12
2,13,ice cream toppings,3
2,22,grains rice dried goods,3
3,9,cereal,24
3,9,fresh vegetables,44
3,18,tea,2
3,6,paper goods,2
3,12,buns rolls,2
3,17,soap,2
3,8,tofu meat alternatives,2
3,17,shave needs,2
0,9,dry pasta,12
0,9,white wines,3
0,9,doughs gelatins bake mixes,3
0,18,canned meals beans,9
0,17,latino foods,6
0,7,other creams cheeses,3
1,21,soft drinks,6
1,16,ice cream ice,21
1,21,granola,3
1,13,vitamins supplements,3
1,15,deodorants,3
1,2,fresh fruits,12
2,18,frozen meals,33
2,9,fresh dips tapenades,15
2,17,baking ingredients,15
2,11,breakfast bars pastries,12
2,16,other creams cheeses,12
2,8,candy chocolate,15
2,19,dry pasta,9
2,8,hot cereal pancake mixes,6
2,18,tofu meat alternatives,6
3,15,prepared meals,2
3,0,soup broth bouillon,8
3,9,yogurt,46
3,11,cereal,6
3,23,butter,6
3,17,popcorn jerky,2
3,1,milk,2
0,10,lunch meat,48
0,9,fresh fruits,222
0,10,soup broth bouillon,18
0,9,instant foods,9
0,6,eggs,6
0,23,air fresheners candles,6
1,21,canned meals beans,24
1,7,frozen dessert,3
1,10,packaged produce,12
1,9,granola,12
1,10,instant foods,3
1,21,bulk grains rice dried goods,3
1,0,refrigerated,6
2,9,refrigerated,30
2,10,lunch meat,9
2,16,condiments,12
2,13,frozen produce,21
2,19,popcorn jerky,6
2,21,fresh dips tapenades,3
2,13,air fresheners candles,6
3,13,packaged cheese,58
3,9,cream,10
3,16,oral hygiene,12
3,11,packaged vegetables fruits,46
3,15,packaged cheese,20
3,22,latino foods,2
3,8,packaged produce,8
3,14,cream,6
3,19,spices seasonings,4
3,11,juice nectars,8
3,10,frozen breakfast,6
3,19,eggs,6
3,8,salad dressing toppings,4
3,5,cereal,2
3,13,dish detergents,2
0,16,meat counter,9
0,14,cookies cakes,18
0,9,packaged vegetables fruits,75
0,7,canned fruit applesauce,3
0,12,fruit vegetable snacks,12
0,8,salad dressing toppings,12
0,12,dish detergents,6
0,8,bakery desserts,3
0,7,tofu meat alternatives,9
0,18,doughs gelatins bake mixes,3
0,17,ice cream toppings,3
1,9,fresh vegetables,171
1,10,laundry,15
2,11,other creams cheeses,15
2,16,meat counter,3
2,23,condiments,3
2,12,fresh herbs,18
2,16,breakfast bakery,9
2,14,canned meat seafood,6
3,10,juice nectars,12
3,19,popcorn jerky,10
3,22,instant foods,4
3,8,popcorn jerky,6
3,14,soy lactosefree,20
3,9,missing,4
3,20,refrigerated,8
3,21,lunch meat,2
0,15,hot dogs bacon sausage,33
0,15,ice cream ice,42
0,20,ice cream ice,12
0,20,poultry counter,6
0,12,pickled goods olives,18
0,11,other,6
0,12,dog food care,3
1,16,soy lactosefree,48
1,10,frozen produce,24
1,14,lunch meat,18
1,7,latino foods,15
1,14,paper goods,3
1,13,other creams cheeses,15
1,16,refrigerated,21
1,23,fresh fruits,15
1,0,juice nectars,3
2,0,crackers,3
2,22,yogurt,24
2,12,frozen breakfast,6
2,22,salad dressing toppings,9
2,7,soup broth bouillon,12
2,8,soup broth bouillon,24
2,9,cleaning products,3
3,17,yogurt,44
3,7,marinades meat preparation,4
3,11,soup broth bouillon,6
3,13,cookies cakes,8
3,11,condiments,12
3,11,fresh herbs,2
3,15,baking supplies decor,4
3,8,facial care,2
0,14,fruit vegetable snacks,33
0,22,milk,24
0,1,fruit vegetable snacks,6
0,23,preserved dips spreads,9
0,17,asian foods,15
0,20,packaged poultry,9
0,0,soy lactosefree,6
1,1,fresh fruits,12
1,7,bread,27
1,13,cat food care,3
1,15,beers coolers,3
2,9,candy chocolate,15
2,9,condiments,6
2,12,milk,30
2,16,fresh herbs,24
2,18,instant foods,6
2,12,water seltzer sparkling water,30
2,0,other creams cheeses,3
3,13,refrigerated,34
3,15,breakfast bakery,14
3,17,dry pasta,6
3,23,fresh dips tapenades,2
3,16,soap,6
3,12,canned meals beans,6
3,21,bulk grains rice dried goods,2
0,13,food storage,9
0,12,tortillas flat bread,33
0,15,frozen appetizers sides,24
0,15,feminine care,3
0,11,skin care,3
0,3,salad dressing toppings,3
0,12,packaged meat,3
1,17,milk,57
1,17,water seltzer sparkling water,36
1,11,preserved dips spreads,9
1,15,paper goods,15
1,21,frozen meals,30
1,16,muscles joints pain relief,3
1,9,paper goods,21
1,17,fresh pasta,3
1,15,cat food care,12
1,11,ice cream toppings,6
1,8,plates bowls cups flatware,3
2,9,tortillas flat bread,6
2,7,tortillas flat bread,3
3,13,bread,30
3,7,frozen vegan vegetarian,2
3,12,prepared meals,2
3,8,cleaning products,4
3,17,air fresheners candles,4
0,14,fresh herbs,24
0,5,oils vinegars,6
0,0,packaged poultry,3
0,7,frozen breads doughs,3
0,9,packaged meat,3
1,16,doughs gelatins bake mixes,6
1,19,soup broth bouillon,9
1,12,instant foods,12
2,11,milk,12
2,19,oils vinegars,9
2,11,honeys syrups nectars,3
2,2,paper goods,3
2,18,spirits,3
3,10,fresh vegetables,106
3,12,cereal,6
3,9,cookies cakes,4
3,18,paper goods,8
3,8,baking ingredients,4
3,15,baby food formula,2
3,20,eggs,2
3,12,other creams cheeses,8
3,12,frozen vegan vegetarian,2
0,9,fresh herbs,42
0,9,packaged produce,21
0,11,baby food formula,30
0,12,salad dressing toppings,24
0,21,cookies cakes,6
0,22,ice cream ice,12
0,9,bakery desserts,3
1,17,frozen breakfast,15
1,13,butter,18
1,10,bread,33
1,16,specialty cheeses,3
1,20,frozen produce,27
1,20,refrigerated,9
1,20,popcorn jerky,15
1,13,prepared meals,15
1,16,baking ingredients,21
1,7,missing,6
2,12,soy lactosefree,51
2,21,coffee,9
2,15,pasta sauce,12
2,10,pasta sauce,3
2,10,soft drinks,12
2,13,oral hygiene,3
2,15,frozen meat seafood,3
2,18,soap,6
2,10,missing,6
3,10,crackers,14
3,20,fresh vegetables,50
3,23,frozen produce,2
3,15,protein meal replacements,2
3,13,frozen dessert,2
3,0,packaged meat,2
0,19,eggs,18
0,10,cleaning products,24
0,16,eggs,36
0,18,canned jarred vegetables,12
0,11,marinades meat preparation,9
0,17,marinades meat preparation,9
0,1,juice nectars,3
1,13,baby food formula,15
1,18,cream,9
1,14,asian foods,12
1,20,packaged produce,6
1,11,muscles joints pain relief,3
1,15,spices seasonings,3
1,21,hot cereal pancake mixes,3
2,13,canned meals beans,21
2,16,milk,27
2,9,hair care,3
2,16,pasta sauce,3
2,23,buns rolls,3
2,21,frozen breads doughs,3
3,8,bread,8
3,11,popcorn jerky,8
3,22,cream,6
3,7,oils vinegars,2
3,9,latino foods,4
3,18,cleaning products,2
0,19,breakfast bars pastries,6
0,9,pasta sauce,12
0,9,granola,3
0,11,tea,15
0,9,cocoa drink mixes,3
0,10,paper goods,27
0,0,yogurt,6
0,14,doughs gelatins bake mixes,3
1,16,candy chocolate,9
1,11,water seltzer sparkling water,51
1,20,lunch meat,12
1,18,marinades meat preparation,3
1,14,pasta sauce,12
1,11,granola,6
1,20,salad dressing toppings,3
1,15,preserved dips spreads,6
1,17,refrigerated pudding desserts,3
2,18,fresh herbs,18
2,14,fresh pasta,3
2,16,soy lactosefree,24
2,10,fresh vegetables,78
2,20,energy granola bars,6
2,22,frozen pizza,3
2,20,soy lactosefree,3
2,6,poultry counter,6
3,18,water seltzer sparkling water,16
3,22,vitamins supplements,2
3,12,hot dogs bacon sausage,6
3,9,candy chocolate,4
3,14,soup broth bouillon,6
0,9,soup broth bouillon,30
0,21,skin care,3
0,13,tofu meat alternatives,9
0,20,hot dogs bacon sausage,6
0,8,packaged meat,3
1,20,milk,39
1,8,packaged produce,33
1,16,honeys syrups nectars,3
1,12,trash bags liners,6
2,5,packaged vegetables fruits,3
2,20,coffee,6
2,7,salad dressing toppings,3
3,10,canned meat seafood,2
3,17,baby food formula,20
3,14,coffee,8
3,15,yogurt,20
3,18,instant foods,8
3,12,preserved dips spreads,2
3,2,laundry,2
0,13,milk,66
0,21,cream,12
0,11,paper goods,39
0,16,prepared soups salads,15
0,5,skin care,3
0,15,candy chocolate,15
0,12,energy granola bars,57
0,12,fresh dips tapenades,27
0,15,laundry,6
0,17,canned fruit applesauce,12
0,23,marinades meat preparation,3
1,17,popcorn jerky,12
1,19,breakfast bakery,6
1,20,bread,15
1,15,instant foods,12
2,12,pickled goods olives,9
2,22,dry pasta,3
2,17,packaged cheese,24
2,12,popcorn jerky,3
2,12,spreads,9
3,15,salad dressing toppings,12
3,10,cleaning products,4
3,9,soy lactosefree,10
3,11,fresh pasta,2
3,12,hot cereal pancake mixes,2
3,22,canned fruit applesauce,2
0,16,ice cream toppings,3
0,22,buns rolls,9
0,22,soup broth bouillon,6
0,11,hair care,15
0,17,grains rice dried goods,12
0,18,refrigerated pudding desserts,3
0,23,frozen juice,3
0,19,missing,3
1,9,spices seasonings,12
1,10,poultry counter,9
1,10,tofu meat alternatives,18
1,14,chips pretzels,33
1,13,candy chocolate,6
1,21,packaged vegetables fruits,33
1,8,pickled goods olives,3
1,16,buns rolls,9
1,20,candy chocolate,6
2,9,oils vinegars,15
2,9,chips pretzels,45
2,13,energy sports drinks,6
2,11,eggs,15
2,18,honeys syrups nectars,3
3,17,frozen pizza,14
3,9,canned fruit applesauce,12
3,10,cookies cakes,6
3,23,specialty cheeses,2
3,22,fresh herbs,6
3,10,cocoa drink mixes,2
3,13,prepared meals,2
0,17,energy granola bars,39
0,10,candy chocolate,6
0,16,nuts seeds dried fruit,27
0,8,spices seasonings,6
1,13,fresh herbs,18
1,11,marinades meat preparation,3
1,16,poultry counter,12
2,19,canned jarred vegetables,15
2,19,tea,3
2,5,popcorn jerky,3
3,16,spices seasonings,6
3,18,ice cream ice,8
3,22,frozen produce,10
3,23,soy lactosefree,2
3,8,poultry counter,2
3,15,cream,12
3,20,paper goods,4
